words,sen_len,tree_depth,top_const,tense,subjnum,objnum
BIRTHDAY!,1,5,2,1,1,1
She,2,7,1,2,1,1
replaces,2,7,1,2,1,1
sweetie,2,7,1,2,1,1
with,2,7,1,2,1,1
a,2,7,1,2,1,1
number,2,7,1,2,1,1
of,2,7,1,2,1,1
exclamation,2,7,1,2,1,1
marks.,2,7,1,2,1,1
xos,3,5,2,1,1,1
too.,3,5,2,1,1,1
"Neutral,",3,5,2,1,1,1
yet,3,5,2,1,1,1
warm.,3,5,2,1,1,1
More,3,5,2,1,2,2
xo's.,3,5,2,1,2,2
She,1,7,2,2,1,1
doesn't,1,7,2,2,1,1
know,1,7,2,2,1,1
what,1,7,2,2,1,1
else,1,7,2,2,1,1
to,1,7,2,2,1,1
sayâ€¦,1,7,2,2,1,1
Never,3,5,2,2,1,1
expects,3,5,2,2,1,1
a,3,5,2,2,1,1
response.,3,5,2,2,1,1
But,2,7,2,2,1,1
today,2,7,2,2,1,1
she,2,7,2,2,1,1
adds,2,7,2,2,1,1
one,2,7,2,2,1,1
more,2,7,2,2,1,1
line,2,7,2,2,1,1
Let,2,7,2,2,1,1
me,2,7,2,2,1,1
know,2,7,2,2,1,1
how,2,7,2,2,1,1
you,2,7,2,2,1,1
areâ€¦,2,7,2,2,1,1
She,3,5,1,2,1,1
regrets,3,5,1,2,1,1
it.,3,5,1,2,1,1
Steven,2,7,1,2,1,1
comes,2,7,1,2,1,1
home,2,7,1,2,1,1
for,2,7,1,2,1,1
lunch,2,7,1,2,1,1
carrying,2,7,1,2,1,1
a,2,7,1,2,1,1
bunch,2,7,1,2,1,1
of,2,7,1,2,1,1
colorful,2,7,1,2,1,1
foam,2,7,1,2,1,1
tubes.,2,7,1,2,1,1
He,2,7,1,2,1,2
uses,2,7,1,2,1,2
them,2,7,1,2,1,2
to,2,7,1,2,1,2
help,2,7,1,2,1,2
patients,2,7,1,2,1,2
move,2,7,1,2,1,2
through,2,7,1,2,1,2
aggression.,2,7,1,2,1,2
We'll,2,7,2,1,2,1
have,2,7,2,1,2,1
a,2,7,2,1,2,1
family,2,7,2,1,2,1
"session,",2,7,2,1,2,1
it,2,7,2,1,2,1
will,2,7,2,1,2,1
help,2,7,2,1,2,1
us,2,7,2,1,2,1
all,2,7,2,1,2,1
loosen,2,7,2,1,2,1
upâ€¦,2,7,2,1,2,1
Margaret,3,5,1,2,1,1
rolls,3,5,1,2,1,1
her,3,5,1,2,1,1
eyes.,3,5,1,2,1,1
There,1,7,1,2,2,1
are,1,7,1,2,2,1
more,1,7,1,2,2,1
pressing,1,7,1,2,2,1
issues,1,7,1,2,2,1
than,1,7,1,2,2,1
foam,1,7,1,2,2,1
fights.,1,7,1,2,2,1
The,1,7,1,2,1,1
ceiling,1,7,1,2,1,1
leak,1,7,1,2,1,1
in,1,7,1,2,1,1
Sasha's,1,7,1,2,1,1
room,1,7,1,2,1,1
has,1,7,1,2,1,1
spread.,1,7,1,2,1,1
The,1,7,1,2,1,1
room,1,7,1,2,1,1
is,1,7,1,2,1,1
a,1,7,1,2,1,1
"wreck,",1,7,1,2,1,1
covered,1,7,1,2,1,1
in,1,7,1,2,1,1
tarps.,1,7,1,2,1,1
Margaret,2,7,1,2,1,1
sets,2,7,1,2,1,1
up,2,7,1,2,1,1
for,2,7,1,2,1,1
Sasha,2,7,1,2,1,1
to,2,7,1,2,1,1
sleep,2,7,1,2,1,1
in,2,7,1,2,1,1
the,2,7,1,2,1,1
living,2,7,1,2,1,1
room.,2,7,1,2,1,1
She,2,7,1,2,1,1
opens,2,7,1,2,1,1
the,2,7,1,2,1,1
pull,2,7,1,2,1,1
out,2,7,1,2,1,1
"couch,",2,7,1,2,1,1
uses,2,7,1,2,1,1
eight,2,7,1,2,1,1
hundred,2,7,1,2,1,1
thread,2,7,1,2,1,1
sheets,2,7,1,2,1,1
to,2,7,1,2,1,1
make,2,7,1,2,1,1
it,2,7,1,2,1,1
feel,2,7,1,2,1,1
nice.,2,7,1,2,1,1
Steven,2,7,2,2,1,1
just,2,7,2,2,1,1
stands,2,7,2,2,1,1
at,2,7,2,2,1,1
the,2,7,2,2,1,1
doorframe,2,7,2,2,1,1
eating,2,7,2,2,1,1
his,2,7,2,2,1,1
lean,2,7,2,2,1,1
cuisine,2,7,2,2,1,1
from,2,7,2,2,1,1
the,2,7,2,2,1,1
box.,2,7,2,2,1,1
Blood,1,7,1,2,1,1
rushes,1,7,1,2,1,1
to,1,7,1,2,1,1
Margaret's,1,7,1,2,1,1
head.,1,7,1,2,1,1
And,2,7,2,2,1,1
then,2,7,2,2,1,1
she,2,7,2,2,1,1
says,2,7,2,2,1,1
it,2,7,2,2,1,1
all,2,7,2,2,1,1
in,2,7,2,2,1,1
one,2,7,2,2,1,1
breath,2,7,2,2,1,1
I,2,7,2,2,1,1
want,2,7,2,2,1,1
to,2,7,2,2,1,1
go,2,7,2,2,1,1
back,2,7,2,2,1,1
to,2,7,2,2,1,1
work.,2,7,2,2,1,1
His,1,5,1,2,1,1
eyes,1,5,1,2,1,1
get,1,5,1,2,1,1
strangely,1,5,1,2,1,1
alarmed.,1,5,1,2,1,1
Did,2,7,2,1,1,1
Sasha,2,7,2,1,1,1
say,2,7,2,1,1,1
anything,2,7,2,1,1,1
about,2,7,2,1,1,1
you,2,7,2,1,1,1
having,2,7,2,1,1,1
to,2,7,2,1,1,1
go,2,7,2,1,1,1
back,2,7,2,1,1,1
to,2,7,2,1,1,1
work.,2,7,2,1,1,1
Margaret,3,5,1,2,1,1
shakes,3,5,1,2,1,1
her,3,5,1,2,1,1
head.,3,5,1,2,1,1
It's,1,6,2,2,1,1
"just,",1,6,2,2,1,1
without,1,6,2,2,1,1
"work,",1,6,2,2,1,1
I,1,6,2,2,1,1
feel,1,6,2,2,1,1
oldâ€¦,1,6,2,2,1,1
Why,1,7,2,2,1,1
does,1,7,2,2,1,1
Steven,1,7,2,2,1,1
seem,1,7,2,2,1,1
so,1,7,2,2,1,1
relieved.,1,7,2,2,1,1
She,2,7,2,2,1,1
finds,2,7,2,2,1,1
herself,2,7,2,2,1,1
getting,2,7,2,2,1,1
angry,2,7,2,2,1,1
There's,2,7,2,2,1,1
nothing,2,7,2,2,1,1
funny,2,7,2,2,1,1
about,2,7,2,2,1,1
feeling,2,7,2,2,1,1
oldâ€¦,2,7,2,2,1,1
Steven,1,5,1,2,1,1
puts,1,5,1,2,1,1
down,1,5,1,2,1,1
his,1,5,1,2,1,1
lunch.,1,5,1,2,1,1
To,2,7,2,2,1,1
"me,",2,7,2,2,1,1
you,2,7,2,2,1,1
look,2,7,2,2,1,1
more,2,7,2,2,1,1
striking,2,7,2,2,1,1
than,2,7,2,2,1,1
"ever,",2,7,2,2,1,1
he,2,7,2,2,1,1
says.,2,7,2,2,1,1
Then,3,5,2,2,1,1
he,3,5,2,2,1,1
waits.,3,5,2,2,1,1
And,2,7,2,2,1,1
Margaret,2,7,2,2,1,1
almost,2,7,2,2,1,1
"cries,",2,7,2,2,1,1
because,2,7,2,2,1,1
she,2,7,2,2,1,1
knows,2,7,2,2,1,1
that,2,7,2,2,1,1
he,2,7,2,2,1,1
means,2,7,2,2,1,1
itâ€¦,2,7,2,2,1,1
Gary,2,7,2,2,1,1
is,2,7,2,2,1,1
on,2,7,2,2,1,1
the,2,7,2,2,1,1
attack,2,7,2,2,1,1
and,2,7,2,2,1,1
she,2,7,2,2,1,1
hates,2,7,2,2,1,1
him.,2,7,2,2,1,1
We,1,7,2,1,2,2
came,1,7,2,1,2,2
to,1,7,2,1,2,2
LA,1,7,2,1,2,2
because,1,7,2,1,2,2
of,1,7,2,1,2,2
you,1,7,2,1,2,2
Clara.,1,7,2,1,2,2
You,2,6,2,1,1,1
fucked,2,6,2,1,1,1
up,2,6,2,1,1,1
and,2,6,2,1,1,1
I,2,6,2,1,1,1
picked,2,6,2,1,1,1
up,2,6,2,1,1,1
the,2,6,2,1,1,1
pieces.,2,6,2,1,1,1
You,1,7,2,1,1,1
were,1,7,2,1,1,1
running,1,7,2,1,1,1
awayâ€¦,1,7,2,1,1,1
Clara's,1,7,2,1,1,1
heart,1,7,2,1,1,1
is,1,7,2,1,1,1
pounding.,1,7,2,1,1,1
Don't,1,6,2,1,1,1
drag,1,6,2,1,1,1
that,1,6,2,1,1,1
stuff,1,6,2,1,1,1
inâ€¦,1,6,2,1,1,1
We,3,5,2,2,2,1
need,3,5,2,2,2,1
income,3,5,2,2,2,1
Gary!,3,5,2,2,2,1
So,1,5,2,2,1,1
you,1,5,2,2,1,1
work,1,5,2,2,1,1
harder,1,5,2,2,1,1
now.,1,5,2,2,1,1
Pull,3,5,2,1,1,1
more,3,5,2,1,1,1
weight.,3,5,2,1,1,1
Then,3,5,2,1,1,1
I,3,5,2,1,1,1
will.,3,5,2,1,1,1
Fuck,3,5,2,1,1,1
you!,3,5,2,1,1,1
The,1,6,1,2,1,2
words,1,6,1,2,1,2
are,1,6,1,2,1,2
out,1,6,1,2,1,2
"now,",1,6,1,2,1,2
spite,1,6,1,2,1,2
flying.,1,6,1,2,1,2
I,1,6,1,2,1,1
am,1,6,1,2,1,1
a,1,6,1,2,1,1
staff,1,6,1,2,1,1
writer,1,6,1,2,1,1
Gary.,1,6,1,2,1,1
I,1,6,1,2,1,2
don't,1,6,1,2,1,2
make,1,6,1,2,1,2
the,1,6,1,2,1,2
big,1,6,1,2,1,2
bucks.,1,6,1,2,1,2
Maybe,2,7,2,1,2,2
you,2,7,2,1,2,2
should,2,7,2,1,2,2
use,2,7,2,1,2,2
your,2,7,2,1,2,2
talents,2,7,2,1,2,2
for,2,7,2,1,2,2
something,2,7,2,1,2,2
more,2,7,2,1,2,2
lucrative.,2,7,2,1,2,2
They,3,5,1,2,2,2
face,3,5,1,2,2,2
off.,3,5,1,2,2,2
Bitterness,3,5,2,1,1,1
nesting.,3,5,2,1,1,1
He,1,6,2,2,1,1
leans,1,6,2,2,1,1
close,1,6,2,2,1,1
with,1,6,2,2,1,1
mock,1,6,2,2,1,1
kindness,1,6,2,2,1,1
Why,2,7,2,2,1,1
don't,2,7,2,2,1,1
you,2,7,2,2,1,1
want,2,7,2,2,1,1
to,2,7,2,2,1,1
come,2,7,2,2,1,1
back,2,7,2,2,1,1
to,2,7,2,2,1,1
NY.,2,7,2,2,1,1
Maybe,2,7,2,1,1,1
you'll,2,7,2,1,1,1
find,2,7,2,1,1,1
a,2,7,2,1,1,1
Wall,2,7,2,1,1,1
street,2,7,2,1,1,1
man,2,7,2,1,1,1
to,2,7,2,1,1,1
marry.,2,7,2,1,1,1
Or,2,7,2,1,1,1
cheat,2,7,2,1,1,1
withâ€¦,2,7,2,1,1,1
I,2,7,2,1,1,1
made,2,7,2,1,1,1
one,2,7,2,1,1,1
mistake,2,7,2,1,1,1
in,2,7,2,1,1,1
my,2,7,2,1,1,1
"life,",2,7,2,1,1,1
she,2,7,2,1,1,1
hisses.,2,7,2,1,1,1
and,1,7,2,1,1,1
you,1,7,2,1,1,1
won't,1,7,2,1,1,1
let,1,7,2,1,1,1
me,1,7,2,1,1,1
forget!,1,7,2,1,1,1
Is,3,5,2,2,1,1
this,3,5,2,2,1,1
the,3,5,2,2,1,1
one.,3,5,2,2,1,1
Is,1,7,2,2,1,2
this,1,7,2,2,1,2
the,1,7,2,2,1,2
fight,1,7,2,2,1,2
to,1,7,2,2,1,2
undo,1,7,2,2,1,2
them.,1,7,2,2,1,2
You,2,7,2,2,1,1
want,2,7,2,2,1,1
to,2,7,2,2,1,1
go,2,7,2,2,1,1
to,2,7,2,2,1,1
"NY,",2,7,2,2,1,1
go,2,7,2,2,1,1
ahead,2,7,2,2,1,1
"Gary,",2,7,2,2,1,1
she,2,7,2,2,1,1
says.,2,7,2,2,1,1
I'll,2,7,2,2,1,1
keep,2,7,2,2,1,1
growing,2,7,2,2,1,1
"up,",2,7,2,2,1,1
you,2,7,2,2,1,1
go,2,7,2,2,1,1
ahead,2,7,2,2,1,1
and,2,7,2,2,1,1
act,2,7,2,2,1,1
out.,2,7,2,2,1,1
He's,1,7,1,2,1,1
already,1,7,1,2,1,1
left,1,7,1,2,1,1
the,1,7,1,2,1,1
room,1,7,1,2,1,1
as,1,7,1,2,1,1
she,1,7,1,2,1,1
yells,1,7,1,2,1,1
You,2,7,1,2,1,2
ask,2,7,1,2,1,2
your,2,7,1,2,1,2
parents,2,7,1,2,1,2
for,2,7,1,2,1,2
money,2,7,1,2,1,2
if,2,7,1,2,1,2
you,2,7,1,2,1,2
want,2,7,1,2,1,2
to,2,7,1,2,1,2
go,2,7,1,2,1,2
to,2,7,1,2,1,2
NY.,2,7,1,2,1,2
I'm,2,7,2,2,1,1
not,2,7,2,2,1,1
paying,2,7,2,2,1,1
for,2,7,2,2,1,1
any,2,7,2,2,1,1
of,2,7,2,2,1,1
thatâ€¦,2,7,2,2,1,1
I,2,7,2,2,1,1
don't,2,7,2,2,1,1
want,2,7,2,2,1,1
you,2,7,2,2,1,1
to,2,7,2,2,1,1
go,2,7,2,2,1,1
back,2,7,2,2,1,1
to,2,7,2,2,1,1
Wall,2,7,2,2,1,1
"Street,",2,7,2,2,1,1
"Maggie,",2,7,2,2,1,1
says,2,7,2,2,1,1
Steven.,2,7,2,2,1,1
You,1,7,1,2,1,1
need,1,7,1,2,1,1
to,1,7,1,2,1,1
do,1,7,1,2,1,1
something,1,7,1,2,1,1
you,1,7,1,2,1,1
love.,1,7,1,2,1,1
I,1,7,1,2,1,1
want,1,7,1,2,1,1
you,1,7,1,2,1,1
to,1,7,1,2,1,1
be,1,7,1,2,1,1
brave.,1,7,1,2,1,1
They're,2,7,1,2,2,1
making,2,7,1,2,2,1
Sasha's,2,7,1,2,2,1
bed,2,7,1,2,2,1
on,2,7,1,2,2,1
the,2,7,1,2,2,1
pull,2,7,1,2,2,1
out,2,7,1,2,2,1
couch.,2,7,1,2,2,1
New,1,5,2,1,2,2
"sheets,",1,5,2,1,2,2
a,1,5,2,1,2,2
festive,1,5,2,1,2,2
Indian,1,5,2,1,2,2
bedspread.,1,5,2,1,2,2
Enjoy,3,6,2,1,1,1
your,3,6,2,1,1,1
"music,",3,6,2,1,1,1
relaxâ€¦,3,6,2,1,1,1
He,3,5,1,2,1,1
pauses.,3,5,1,2,1,1
Let's,1,7,2,2,2,1
revisit,1,7,2,2,2,1
the,1,7,2,2,2,1
child,1,7,2,2,2,1
question,1,7,2,2,2,1
if,1,7,2,2,2,1
you,1,7,2,2,2,1
wantâ€¦,1,7,2,2,2,1
You,2,7,2,2,1,1
know,2,7,2,2,1,1
that,2,7,2,2,1,1
ship,2,7,2,2,1,1
has,2,7,2,2,1,1
"sailed,",2,7,2,2,1,1
Margaret,2,7,2,2,1,1
says,2,7,2,2,1,1
simply.,2,7,2,2,1,1
She,2,7,1,2,1,1
takes,2,7,1,2,1,1
out,2,7,1,2,1,1
Alexander's,2,7,1,2,1,1
"card,",2,7,1,2,1,1
her,2,7,1,2,1,1
voice,2,7,1,2,1,1
all,2,7,1,2,1,1
business.,2,7,1,2,1,1
There's,1,7,1,2,1,1
an,1,7,1,2,1,1
opportunity,1,7,1,2,1,1
for,1,7,1,2,1,1
Sasha.,1,7,1,2,1,1
Alexander,2,7,1,2,1,1
"Sukurov,",2,7,1,2,1,1
my,2,7,1,2,1,1
old,2,7,1,2,1,1
journalist,2,7,1,2,1,1
"friend,",2,7,1,2,1,1
is,2,7,1,2,1,1
back,2,7,1,2,1,1
in,2,7,1,2,1,1
New,2,7,1,2,1,1
York.,2,7,1,2,1,1
Did,1,5,2,1,1,1
I,1,5,2,1,1,1
ever,1,5,2,1,1,1
meet,1,5,2,1,1,1
Alexander.,1,5,2,1,1,1
I,2,7,2,1,1,1
dated,2,7,2,1,1,1
him,2,7,2,1,1,1
"once,",2,7,2,1,1,1
she,2,7,2,1,1,1
says,2,7,2,1,1,1
without,2,7,2,1,1,1
meeting,2,7,2,1,1,1
his,2,7,2,1,1,1
eye.,2,7,2,1,1,1
He's,3,7,1,2,1,1
looking,3,7,1,2,1,1
for,3,7,1,2,1,1
interns.,3,7,1,2,1,1
Steven,3,5,1,2,1,1
smiles.,3,5,1,2,1,1
She'll,3,6,1,1,1,1
love,3,6,1,1,1,1
it.,3,6,1,1,1,1
Margaret,1,6,1,2,1,1
hands,1,6,1,2,1,1
him,1,6,1,2,1,1
Alexander's,1,6,1,2,1,1
card.,1,6,1,2,1,1
Sasha,2,7,1,2,1,1
won't,2,7,1,2,1,1
call,2,7,1,2,1,1
him,2,7,1,2,1,1
if,2,7,1,2,1,1
she,2,7,1,2,1,1
thinks,2,7,1,2,1,1
it's,2,7,1,2,1,1
my,2,7,1,2,1,1
lead.,2,7,1,2,1,1
Why,1,6,2,2,1,1
don't,1,6,2,2,1,1
you,1,6,2,2,1,1
suggest,1,6,2,2,1,1
it.,1,6,2,2,1,1
Steven,2,7,2,2,1,1
"nods,",2,7,2,2,1,1
pulls,2,7,2,2,1,1
Margaret,2,7,2,2,1,1
close,2,7,2,2,1,1
I,2,7,2,2,1,1
"will,",2,7,2,2,1,1
then,2,7,2,2,1,1
we'll,2,7,2,2,1,1
get,2,7,2,2,1,1
YOU,2,7,2,2,1,1
a,2,7,2,2,1,1
job,2,7,2,2,1,1
that,2,7,2,2,1,1
you,2,7,2,2,1,1
love.,2,7,2,2,1,1
Margaret,2,7,2,2,1,1
looks,2,7,2,2,1,1
at,2,7,2,2,1,1
her,2,7,2,2,1,1
husband,2,7,2,2,1,1
of,2,7,2,2,1,1
eight,2,7,2,2,1,1
years,2,7,2,2,1,1
I,2,7,2,2,1,1
really,2,7,2,2,1,1
wish,2,7,2,2,1,1
we'd,2,7,2,2,1,1
had,2,7,2,2,1,1
a,2,7,2,2,1,1
child,2,7,2,2,1,1
when,2,7,2,2,1,1
we,2,7,2,2,1,1
"met,",2,7,2,2,1,1
she,2,7,2,2,1,1
says,2,7,2,2,1,1
quietly.,2,7,2,2,1,1
I,1,7,2,2,1,1
really,1,7,2,2,1,1
wish,1,7,2,2,1,1
we'd,1,7,2,2,1,1
been,1,7,2,2,1,1
braveâ€¦,1,7,2,2,1,1
Clara,2,7,2,2,1,1
puts,2,7,2,2,1,1
the,2,7,2,2,1,1
birthday,2,7,2,2,1,1
card,2,7,2,2,1,1
in,2,7,2,2,1,1
an,2,7,2,2,1,1
envelope,2,7,2,2,1,1
and,2,7,2,2,1,1
walks,2,7,2,2,1,1
"out,",2,7,2,2,1,1
into,2,7,2,2,1,1
the,2,7,2,2,1,1
night.,2,7,2,2,1,1
What,2,7,2,1,1,1
if,2,7,2,1,1,1
she,2,7,2,1,1,1
kept,2,7,2,1,1,1
walking,2,7,2,1,1,1
and,2,7,2,1,1,1
just,2,7,2,1,1,1
ran,2,7,2,1,1,1
away.,2,7,2,1,1,1
The,2,6,2,2,1,1
mailbox,2,6,2,2,1,1
door,2,6,2,2,1,1
creaks,2,6,2,2,1,1
and,2,6,2,2,1,1
the,2,6,2,2,1,1
cool,2,6,2,2,1,1
air,2,6,2,2,1,1
feels,2,6,2,2,1,1
goodâ€¦,2,6,2,2,1,1
Back,1,6,2,1,1,1
at,1,6,2,1,1,1
the,1,6,2,1,1,1
"house,",1,6,2,1,1,1
Gary's,1,6,2,1,1,1
upstairs.,1,6,2,1,1,1
Left,2,7,2,1,2,2
the,2,7,2,1,2,2
lights,2,7,2,1,2,2
"on,",2,7,2,1,2,2
their,2,7,2,1,2,2
bottles,2,7,2,1,2,2
of,2,7,2,1,2,2
wine;,2,7,2,1,2,2
his,2,7,2,1,2,2
and,2,7,2,1,2,2
hers.,2,7,2,1,2,2
His,1,6,1,2,1,1
is,1,6,1,2,1,1
"done,",1,6,1,2,1,1
hers,1,6,1,2,1,1
almost.,1,6,1,2,1,1
Clara,1,6,1,2,1,1
returns,1,6,1,2,1,1
to,1,6,1,2,1,1
the,1,6,1,2,1,1
"kitchen,",1,6,1,2,1,1
mindless,1,6,1,2,1,1
tidying.,1,6,1,2,1,1
Until,1,7,2,2,1,2
she,1,7,2,2,1,2
finds,1,7,2,2,1,2
their,1,7,2,2,1,2
joint,1,7,2,2,1,2
AMEX,1,7,2,2,1,2
card.,1,7,2,2,1,2
Messy,3,5,2,1,1,1
torn,3,5,2,1,1,1
envelope.,3,5,2,1,1,1
Among,3,5,2,1,2,2
messy,3,5,2,1,2,2
papers.,3,5,2,1,2,2
The,1,6,1,2,2,2
charges,1,6,1,2,2,2
are,1,6,1,2,2,2
for,1,6,1,2,2,2
photographic,1,6,1,2,2,2
equipment.,1,6,1,2,2,2
And,2,7,2,1,1,1
new,2,7,2,1,1,1
luggage,2,7,2,1,1,1
and,2,7,2,1,1,1
a,2,7,2,1,1,1
"ticket,",2,7,2,1,1,1
only,2,7,2,1,1,1
one,2,7,2,1,1,1
"ticket,",2,7,2,1,1,1
one,2,7,2,1,1,1
way,2,7,2,1,1,1
to,2,7,2,1,1,1
New,2,7,2,1,1,1
"York,",2,7,2,1,1,1
expensive,2,7,2,1,1,1
"clothes,",2,7,2,1,1,1
and,2,7,2,1,1,1
a,2,7,2,1,1,1
fancy,2,7,2,1,1,1
hotel,2,7,2,1,1,1
in,2,7,2,1,1,1
Tribeca.,2,7,2,1,1,1
It's,1,7,1,2,1,1
the,1,7,1,2,1,1
price,1,7,1,2,1,1
tag,1,7,1,2,1,1
that,1,7,1,2,1,1
gets,1,7,1,2,1,1
herâ€¦,1,7,1,2,1,1
He,1,6,1,2,1,1
sits,1,6,1,2,1,1
up,1,6,1,2,1,1
in,1,6,1,2,1,1
bed,1,6,1,2,1,1
all,1,6,1,2,1,1
defenses.,1,6,1,2,1,1
You've,1,7,1,2,1,1
got,1,7,1,2,1,1
to,1,7,1,2,1,1
spend,1,7,1,2,1,1
money,1,7,1,2,1,1
to,1,7,1,2,1,1
make,1,7,1,2,1,1
money.,1,7,1,2,1,1
But,2,7,2,2,1,1
you're,2,7,2,2,1,1
not,2,7,2,2,1,1
making,2,7,2,2,1,1
any,2,7,2,2,1,1
money,2,7,2,2,1,1
I'll,2,7,2,2,1,1
pay,2,7,2,2,1,1
for,2,7,2,2,1,1
it.,2,7,2,2,1,1
Like,1,6,2,1,1,1
you,1,6,2,1,1,1
"said,",1,6,2,1,1,1
I'll,1,6,2,1,1,1
ask,1,6,2,1,1,1
my,1,6,2,1,1,1
parents.,1,6,2,1,1,1
What,1,7,2,2,1,1
a,1,7,2,2,1,1
mess,1,7,2,2,1,1
you've,1,7,2,2,1,1
madeâ€¦,1,7,2,2,1,1
Stop,3,5,2,1,1,1
talking.,3,5,2,1,1,1
Just,3,7,2,1,1,1
stop,3,7,2,1,1,1
talking,3,7,2,1,1,1
Clara!,3,7,2,1,1,1
She,1,6,1,2,1,1
stares,1,6,1,2,1,1
at,1,6,1,2,1,1
the,1,6,1,2,1,1
number.,1,6,1,2,1,1
Thirty,2,5,2,1,2,2
six,2,5,2,1,2,2
thousand,2,5,2,1,2,2
dollars,2,5,2,1,2,2
in,2,5,2,1,2,2
the,2,5,2,1,2,2
last,2,5,2,1,2,2
two,2,5,2,1,2,2
months.,2,5,2,1,2,2
She,1,7,1,2,1,1
feels,1,7,1,2,1,1
she,1,7,1,2,1,1
can't,1,7,1,2,1,1
breathe.,1,7,1,2,1,1
This,2,7,2,2,1,1
is,2,7,2,2,1,1
half,2,7,2,2,1,1
her,2,7,2,2,1,1
salary,2,7,2,2,1,1
Alexander's,2,7,2,2,1,1
third,2,7,2,2,1,1
martini,2,7,2,2,1,1
arrives,2,7,2,2,1,1
with,2,7,2,2,1,1
dessert.,2,7,2,2,1,1
He,1,5,1,2,1,1
hands,1,5,1,2,1,1
Sasha,1,5,1,2,1,1
the,1,5,1,2,1,1
olives.,1,5,1,2,1,1
She,1,5,1,2,1,1
shakes,1,5,1,2,1,1
her,1,5,1,2,1,1
"head,",1,5,1,2,1,1
no.,1,5,1,2,1,1
He,3,5,1,2,1,1
acts,3,5,1,2,1,1
disappointed.,3,5,1,2,1,1
I,1,7,1,1,1,1
thought,1,7,1,1,1,1
you,1,7,1,1,1,1
like,1,7,1,1,1,1
risks.,1,7,1,1,1,1
She,3,5,1,2,1,1
likes,3,5,1,2,1,1
this,3,5,1,2,1,1
man.,3,5,1,2,1,1
He's,3,5,1,2,1,1
fun.,3,5,1,2,1,1
So,1,5,2,2,1,1
when,1,5,2,2,1,1
do,1,5,2,2,1,1
I,1,5,2,2,1,1
start.,1,5,2,2,1,1
It's,2,7,2,2,1,1
"funny,",2,7,2,2,1,1
how,2,7,2,2,1,1
you,2,7,2,2,1,1
look,2,7,2,2,1,1
just,2,7,2,2,1,1
like,2,7,2,2,1,1
"Margaret,",2,7,2,2,1,1
he,2,7,2,2,1,1
suddenly,2,7,2,2,1,1
says.,2,7,2,2,1,1
Sasha,1,5,1,2,1,1
licks,1,5,1,2,1,1
the,1,5,1,2,1,1
chocolate,1,5,1,2,1,1
off,1,5,1,2,1,1
her,1,5,1,2,1,1
spoon.,1,5,1,2,1,1
We,1,6,2,2,2,2
all,1,6,2,2,2,2
look,1,6,2,2,2,2
alike,1,6,2,2,2,2
My,1,6,2,2,2,2
"mother,",1,6,2,2,2,2
"me,",1,6,2,2,2,2
Margaret.,1,6,2,2,2,2
Alexander,1,6,1,2,1,1
waves,1,6,1,2,1,1
for,1,6,1,2,1,1
the,1,6,1,2,1,1
check.,1,6,1,2,1,1
You,2,7,2,2,1,1
look,2,7,2,2,1,1
like,2,7,2,2,1,1
her,2,7,2,2,1,1
but,2,7,2,2,1,1
you're,2,7,2,2,1,1
nothing,2,7,2,2,1,1
like,2,7,2,2,1,1
her.,2,7,2,2,1,1
You're,1,7,1,2,1,1
not,1,7,1,2,1,1
a,1,7,1,2,1,1
girl,1,7,1,2,1,1
who,1,7,1,2,1,1
likes,1,7,1,2,1,1
playing,1,7,1,2,1,1
safe.,1,7,1,2,1,1
Of,2,7,2,1,1,1
course,2,7,2,1,1,1
that,2,7,2,1,1,1
can,2,7,2,1,1,1
get,2,7,2,1,1,1
you,2,7,2,1,1,1
in,2,7,2,1,1,1
troubleâ€¦,2,7,2,1,1,1
A,2,7,2,1,1,1
shadow,2,7,2,1,1,1
crosses,2,7,2,1,1,1
her,2,7,2,1,1,1
eyes.,2,7,2,1,1,1
Did,2,7,2,1,1,1
my,2,7,2,1,1,1
dad,2,7,2,1,1,1
tell,2,7,2,1,1,1
you,2,7,2,1,1,1
why,2,7,2,1,1,1
I,2,7,2,1,1,1
took,2,7,2,1,1,1
a,2,7,2,1,1,1
year,2,7,2,1,1,1
off.,2,7,2,1,1,1
I,1,7,1,1,1,1
got,1,7,1,1,1,1
addicted,1,7,1,1,1,1
to,1,7,1,1,1,1
prescription,1,7,1,1,1,1
pills.,1,7,1,1,1,1
She,1,7,1,2,1,1
holds,1,7,1,2,1,1
onto,1,7,1,2,1,1
the,1,7,1,2,1,1
candle,1,7,1,2,1,1
between,1,7,1,2,1,1
them.,1,7,1,2,1,1
I'm,1,7,2,2,1,1
glad,1,7,2,2,1,1
you,1,7,2,2,1,1
told,1,7,2,2,1,1
"me,",1,7,2,2,1,1
says,1,7,2,2,1,1
Alexander.,1,7,2,2,1,1
I,1,7,1,2,1,1
don't,1,7,1,2,1,1
believe,1,7,1,2,1,1
in,1,7,1,2,1,1
lies.,1,7,1,2,1,1
You,1,5,1,2,1,1
tell,1,5,1,2,1,1
me,1,5,1,2,1,1
a,1,5,1,2,1,1
"truth,",1,5,1,2,1,1
then.,1,5,1,2,1,1
Her,1,6,1,2,1,1
voice,1,6,1,2,1,1
takes,1,6,1,2,1,1
Alexander,1,6,1,2,1,1
by,1,6,1,2,1,1
surprise.,1,6,1,2,1,1
I'd,2,7,2,2,1,1
like,2,7,2,2,1,1
to,2,7,2,2,1,1
